timestamp,Kaggle Score,model,K-Fold,feature_importance_split,feature_importance_gain,params,features,description,os_full,OOF confusion matrix,OOF per-class recall
2026-06-08 12:03:33,0.96572,LightGBM,"Mean BalAcc = 0.9649 ± 0.0004
Min = 0.9646
Max = 0.9656
OOF BalAcc = 0.9649
Time (sec) = 426.2","delta = 29363
u = 28485
z = 28399
curvature_gri = 26663
abs_mag_r = 26507
curvature_ugr = 24928
redshift = 24252
g = 23175
i = 22788
sin_gal_l = 20307
cos_gal_b = 20269
r = 20096
cos_alpha = 19895
cos_gal_l = 19880
sin_alpha = 18787
sin_gal_b = 14902
spectral_type = 1687
galaxy_population = 1617","redshift = 9.06M (43.7%)
spectral_type = 2.98M (14.4%)
abs_mag_r = 2.43M (11.7%)
z = 1.60M (7.7%)
g = 1.16M (5.6%)
u = 868.00K (4.2%)
galaxy_population = 359.84K (1.7%)
i = 325.52K (1.6%)
delta = 307.84K (1.5%)
curvature_ugr = 229.04K (1.1%)
sin_gal_b = 217.47K (1.0%)
r = 213.83K (1.0%)
cos_gal_b = 192.40K (0.9%)
cos_alpha = 180.54K (0.9%)
curvature_gri = 180.51K (0.9%)
sin_alpha = 173.03K (0.8%)
cos_gal_l = 132.58K (0.6%)
sin_gal_l = 122.63K (0.6%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ curvature_gri
- alpha","Добавлен curvature_gri (кривизна в оптическом диапазоне g-r-i). Kaggle упал на 0.00076 (0.96572). curvature_gri занял 4-е место по split (активно используется), но gain только 0.9%. Мультиколлинеарность с curvature_ugr (обе используют g, r) создаёт избыточность. abs_mag_r вырос с 6.9% до 11.7%, но общий результат ухудшился.",macOS-15.7.7-arm64-arm-64bit-Mach-O,,
2026-06-08 12:32:52,0.96591,LightGBM,"Mean BalAcc = 0.9652 ± 0.0006
Min = 0.9643
Max = 0.9662
OOF BalAcc = 0.9652
Time (sec) = 431.4","z = 30632
u = 30193
delta = 29928
abs_mag_r = 27465
curvature_ugr = 27129
r = 25626
redshift = 24951
i = 24842
g = 24486
sin_gal_l = 19985
cos_gal_b = 19021
cos_alpha = 18834
cos_gal_l = 17510
sin_alpha = 17451
dist_gal_center = 15849
sin_gal_b = 14539
spectral_type = 1792
galaxy_population = 1767","redshift = 9.05M (43.7%)
spectral_type = 2.98M (14.4%)
abs_mag_r = 2.43M (11.8%)
z = 1.64M (7.9%)
g = 1.17M (5.6%)
u = 882.39K (4.3%)
galaxy_population = 362.40K (1.8%)
i = 336.86K (1.6%)
delta = 307.50K (1.5%)
r = 265.65K (1.3%)
curvature_ugr = 231.12K (1.1%)
sin_gal_b = 215.21K (1.0%)
cos_alpha = 176.37K (0.9%)
cos_gal_b = 165.66K (0.8%)
sin_alpha = 161.98K (0.8%)
sin_gal_l = 118.92K (0.6%)
cos_gal_l = 112.25K (0.5%)
dist_gal_center = 90.13K (0.4%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ dist_gal_center
- alpha","Добавлен dist_gal_center (расстояние до центра Галактики). Kaggle упал на 0.00057 (0.96591), K-Fold в пределах шума (+0.0002). dist_gal_center занял последнее место по split (15849) и gain (0.4%). Признак является детерминированной функцией от cos_gal_b и cos_gal_l, что создаёт мультиколлинеарность. Физический смысл не помог — модель уже использует эту информацию через sin/cos галактических координат.",macOS-15.7.7-arm64-arm-64bit-Mach-O,,
2026-06-08 12:57:33,0.96605,LightGBM,"Mean BalAcc = 0.9650 ± 0.0005
Min = 0.9644
Max = 0.9659
OOF BalAcc = 0.9650
Time (sec) = 425.6","delta = 30106
z = 29658
u = 28242
abs_mag_r = 26654
curvature_ugr = 26037
redshift = 25077
r = 24512
i = 24005
g = 23143
cos_gal_b = 20801
cos_gal_l = 20476
sin_gal_l = 19955
cos_alpha = 19835
sin_alpha = 18529
sin_gal_b = 14671
spectral_te = 10534
galaxy_pop_te = 7923
galaxy_population = 1485
spectral_type = 357","redshift = 9.72M (47.0%)
spectral_te = 3.12M (15.1%)
abs_mag_r = 1.88M (9.1%)
z = 1.58M (7.6%)
g = 1.02M (4.9%)
u = 823.61K (4.0%)
i = 337.51K (1.6%)
delta = 309.34K (1.5%)
galaxy_pop_te = 230.60K (1.1%)
r = 226.70K (1.1%)
curvature_ugr = 209.98K (1.0%)
sin_gal_b = 208.06K (1.0%)
cos_gal_b = 178.69K (0.9%)
cos_alpha = 177.52K (0.9%)
sin_alpha = 173.78K (0.8%)
spectral_type = 151.93K (0.7%)
cos_gal_l = 130.39K (0.6%)
sin_gal_l = 122.16K (0.6%)
galaxy_population = 83.73K (0.4%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ spectral_te
+ galaxy_pop_te
- alpha","Добавлены spectral_te и galaxy_pop_te (Target Encoding для спектрального типа и популяции галактик). Kaggle упал на 0.00043 (0.96605), K-Fold не изменился. spectral_te занял 2-е место по gain (15.1%), но ""забрал"" важность у spectral_type (14.4% → 0.7%). galaxy_pop_te имеет низкий split и gain. Кодирование только одного класса (GALAXY) потеряло информацию о QSO и STAR. Откатываем оба признака.",macOS-15.7.7-arm64-arm-64bit-Mach-O,,
2026-06-08 13:33:51,0.96667,LightGBM,"Mean BalAcc = 0.9651 ± 0.0005
Min = 0.9646
Max = 0.9661
OOF BalAcc = 0.9651
Time (sec) = 414.3","z = 30011
u = 29119
abs_mag_r = 27826
curvature_ugr = 27181
r = 25515
redshift = 25404
g = 24613
i = 24484
cos_delta = 21696
cos_gal_b = 20598
sin_gal_l = 20359
cos_gal_l = 20286
cos_alpha = 19562
sin_delta = 18873
sin_alpha = 18628
sin_gal_b = 14225
galaxy_population = 1858
spectral_type = 1762","redshift = 10.32M (49.9%)
spectral_type = 2.99M (14.5%)
z = 1.53M (7.4%)
abs_mag_r = 1.44M (7.0%)
g = 1.08M (5.2%)
u = 781.75K (3.8%)
galaxy_population = 418.13K (2.0%)
i = 284.08K (1.4%)
r = 264.18K (1.3%)
sin_gal_b = 214.71K (1.0%)
curvature_ugr = 213.98K (1.0%)
cos_delta = 192.78K (0.9%)
sin_delta = 177.66K (0.9%)
cos_gal_b = 173.29K (0.8%)
sin_alpha = 170.96K (0.8%)
cos_alpha = 169.41K (0.8%)
cos_gal_l = 131.23K (0.6%)
sin_gal_l = 122.82K (0.6%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta","Добавлены sin_delta и cos_delta, удалены alpha и delta. Kaggle улучшился на 0.00019 (0.96667) — новый рекорд! K-Fold не изменился (+0.0001 в пределах шума). cos_delta занял 10-е место по split (активно используется), sin_delta — 16-е место. Оба признака дают вклад (0.9% gain каждый). Несмотря на то, что delta не циклический признак, sin/cos преобразование помогло модели лучше работать с нелинейностями распределения.",macOS-15.7.7-arm64-arm-64bit-Mach-O,,
2026-06-08 18:09:34,0.96493,CatBoost,"Mean BalAcc = 0.9639 ± 0.0003
Min = 0.9634
Max = 0.9644
OOF BalAcc = 0.9639
Time (sec) = 1767.5","redshift = 20.12
z = 9.40
u = 7.17
abs_mag_r = 6.84
spectral_type = 6.01
g = 5.63
r = 5.15
curvature_ugr = 4.60
i = 4.44
cos_alpha = 4.03
cos_delta = 3.89
sin_gal_l = 3.77
sin_delta = 3.63
sin_alpha = 3.25
cos_gal_b = 3.20
sin_gal_b = 3.08
galaxy_population = 2.93
cos_gal_l = 2.87","redshift = 20.12
z = 9.40
u = 7.17
abs_mag_r = 6.84
spectral_type = 6.01
g = 5.63
r = 5.15
curvature_ugr = 4.60
i = 4.44
cos_alpha = 4.03
cos_delta = 3.89
sin_gal_l = 3.77
sin_delta = 3.63
sin_alpha = 3.25
cos_gal_b = 3.20
sin_gal_b = 3.08
galaxy_population = 2.93
cos_gal_l = 2.87","iterations = 2000
learning_rate = 0.03
depth = 10
rsm = 0.9
auto_class_weights = Balanced
subsample = 0.9
min_data_in_leaf = 10","FINAL_PARAMS
+ sin_alpha, cos_alpha
+ sin_delta, cos_delta
+ abs_mag_r, curvature_ugr
+ sin/cos_gal_*
- alpha, delta","CatBoost с аналогичными признаками (но + sin_delta/cos_delta, - alpha/delta). Kaggle упал на 0.00155 (0.96493), K-Fold на 0.0011 (0.9639). Время обучения в 4 раза больше (1767 сек vs 430 сек). CatBoost хуже LightGBM по всем параметрам. Возможно, sin_delta/cos_delta ухудшили результат (delta не циклический признак).",macOS-15.7.7-arm64-arm-64bit-Mach-O,,
2026-06-09 08:45:11,,LightGBM,"Mean BalAcc = 0.9651 ± 0.0005
Min = 0.9646
Max = 0.9661
OOF BalAcc = 0.9651
Time (sec) = 409.6","z = 30011
u = 29119
abs_mag_r = 27826
curvature_ugr = 27181
r = 25515
redshift = 25404
g = 24613
i = 24484
cos_delta = 21696
cos_gal_b = 20598
sin_gal_l = 20359
cos_gal_l = 20286
cos_alpha = 19562
sin_delta = 18873
sin_alpha = 18628
sin_gal_b = 14225
galaxy_population = 1858
spectral_type = 1762","redshift = 10.32M (49.9%)
spectral_type = 2.99M (14.5%)
z = 1.53M (7.4%)
abs_mag_r = 1.44M (7.0%)
g = 1.08M (5.2%)
u = 781.75K (3.8%)
galaxy_population = 418.13K (2.0%)
i = 284.08K (1.4%)
r = 264.18K (1.3%)
sin_gal_b = 214.71K (1.0%)
curvature_ugr = 213.98K (1.0%)
cos_delta = 192.78K (0.9%)
sin_delta = 177.66K (0.9%)
cos_gal_b = 173.29K (0.8%)
sin_alpha = 170.96K (0.8%)
cos_alpha = 169.41K (0.8%)
cos_gal_l = 131.23K (0.6%)
sin_gal_l = 122.82K (0.6%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 363992 | 4828 | 8660
QSO | 2060 | 113909 | 1174
STAR | 2977 | 441 | 79306",
2026-06-09 09:17:15,,LightGBM,"Mean BalAcc = 0.9651 ± 0.0005
Min = 0.9646
Max = 0.9661
OOF BalAcc = 0.9651
Time (sec) = 420.9","z = 30011
u = 29119
abs_mag_r = 27826
curvature_ugr = 27181
r = 25515
redshift = 25404
g = 24613
i = 24484
cos_delta = 21696
cos_gal_b = 20598
sin_gal_l = 20359
cos_gal_l = 20286
cos_alpha = 19562
sin_delta = 18873
sin_alpha = 18628
sin_gal_b = 14225
galaxy_population = 1858
spectral_type = 1762","redshift = 10.32M (49.9%)
spectral_type = 2.99M (14.5%)
z = 1.53M (7.4%)
abs_mag_r = 1.44M (7.0%)
g = 1.08M (5.2%)
u = 781.75K (3.8%)
galaxy_population = 418.13K (2.0%)
i = 284.08K (1.4%)
r = 264.18K (1.3%)
sin_gal_b = 214.71K (1.0%)
curvature_ugr = 213.98K (1.0%)
cos_delta = 192.78K (0.9%)
sin_delta = 177.66K (0.9%)
cos_gal_b = 173.29K (0.8%)
sin_alpha = 170.96K (0.8%)
cos_alpha = 169.41K (0.8%)
cos_gal_l = 131.23K (0.6%)
sin_gal_l = 122.82K (0.6%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 363992 | 4828 | 8660
QSO | 2060 | 113909 | 1174
STAR | 2977 | 441 | 79306",
2026-06-09 09:27:42,,XGBoost,"Mean BalAcc = 0.9568 ± 0.0006
Min = 0.9560
Max = 0.9579
OOF BalAcc = 0.9568
Time (sec) = 226.4","spectral_type = 0.34477943181991577
galaxy_population = 0.21848945319652557
redshift = 0.2183949500322342
z = 0.04386887326836586
g = 0.03454427048563957
abs_mag_r = 0.025925278663635254
u = 0.02236563339829445
sin_gal_b = 0.011805226095020771
i = 0.010799595154821873
cos_delta = 0.00928810890763998
sin_delta = 0.008822531439363956
r = 0.008384444750845432
cos_alpha = 0.008140923455357552
cos_gal_b = 0.008089881390333176
sin_alpha = 0.007975147105753422
cos_gal_l = 0.006222989875823259
curvature_ugr = 0.00611213780939579
sin_gal_l = 0.005991202779114246","spectral_type = 82.65 (34.5%)
galaxy_population = 52.38 (21.8%)
redshift = 52.35 (21.8%)
z = 10.52 (4.4%)
g = 8.28 (3.5%)
abs_mag_r = 6.21 (2.6%)
u = 5.36 (2.2%)
sin_gal_b = 2.83 (1.2%)
i = 2.59 (1.1%)
cos_delta = 2.23 (0.9%)
sin_delta = 2.11 (0.9%)
r = 2.01 (0.8%)
cos_alpha = 1.95 (0.8%)
cos_gal_b = 1.94 (0.8%)
sin_alpha = 1.91 (0.8%)
cos_gal_l = 1.49 (0.6%)
curvature_ugr = 1.47 (0.6%)
sin_gal_l = 1.44 (0.6%)","colsample_bytree = 0.9
enable_categorical = True
learning_rate = 0.03
max_depth = 10
min_child_weight = 1
n_estimators = 2000
reg_alpha = 0.0
reg_lambda = 1.0
subsample = 0.9
tree_method = hist","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 369540 | 3322 | 4618
QSO | 3152 | 112913 | 1078
STAR | 5480 | 506 | 76738",
2026-06-09 09:39:09,,XGBoost,"Mean BalAcc = 0.9640 ± 0.0004
Min = 0.9635
Max = 0.9647
OOF BalAcc = 0.9640
Time (sec) = 340.2","spectral_type = 0.34274086356163025
redshift = 0.2860665023326874
galaxy_population = 0.16279925405979156
z = 0.036850862205028534
g = 0.03290998935699463
abs_mag_r = 0.03209511190652847
u = 0.01877472549676895
sin_gal_b = 0.012046688236296177
i = 0.010019234381616116
cos_delta = 0.008228207007050514
r = 0.008212328888475895
sin_delta = 0.008142812177538872
cos_alpha = 0.00771757448092103
sin_alpha = 0.007688384503126144
cos_gal_b = 0.007495392579585314
curvature_ugr = 0.006201465148478746
cos_gal_l = 0.006116790231317282
sin_gal_l = 0.005893728695809841","spectral_type = 93.16 (34.3%)
redshift = 77.75 (28.6%)
galaxy_population = 44.25 (16.3%)
z = 10.02 (3.7%)
g = 8.94 (3.3%)
abs_mag_r = 8.72 (3.2%)
u = 5.10 (1.9%)
sin_gal_b = 3.27 (1.2%)
i = 2.72 (1.0%)
cos_delta = 2.24 (0.8%)
r = 2.23 (0.8%)
sin_delta = 2.21 (0.8%)
cos_alpha = 2.10 (0.8%)
sin_alpha = 2.09 (0.8%)
cos_gal_b = 2.04 (0.7%)
curvature_ugr = 1.69 (0.6%)
cos_gal_l = 1.66 (0.6%)
sin_gal_l = 1.60 (0.6%)","colsample_bytree = 0.9
enable_categorical = True
learning_rate = 0.03
max_depth = 10
min_child_weight = 1
n_estimators = 2000
reg_alpha = 0.0
reg_lambda = 1.0
subsample = 0.9
tree_method = hist","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 365932 | 4309 | 7239
QSO | 2320 | 113660 | 1163
STAR | 3510 | 428 | 78786",
2026-06-09 09:54:22,0.96505,XGBoost,"Mean BalAcc = 0.9640 ± 0.0005
Min = 0.9631
Max = 0.9645
OOF BalAcc = 0.9640
Time (sec) = 357.1","redshift = 0.3946067690849304
color_gr = 0.1269589364528656
spectral_type = 0.10593776404857635
abs_mag_r = 0.0487196147441864
color_rz = 0.04776228964328766
color_ug = 0.038694828748703
galaxy_population = 0.03432287275791168
g = 0.03235574811697006
z = 0.02965410426259041
u = 0.02260620892047882
sin_gal_b = 0.0144052654504776
i = 0.013986022211611271
cos_delta = 0.010405762121081352
cos_alpha = 0.009852267801761627
sin_delta = 0.009695703163743019
cos_gal_b = 0.009411048144102097
sin_alpha = 0.009337912313640118
r = 0.008947387337684631
color_ri = 0.0077338130213320255
cos_gal_l = 0.007732782978564501
sin_gal_l = 0.00723298778757453
curvature_ugr = 0.005433640442788601
color_iz = 0.0042062909342348576","redshift = 89.35 (39.5%)
color_gr = 28.75 (12.7%)
spectral_type = 23.99 (10.6%)
abs_mag_r = 11.03 (4.9%)
color_rz = 10.81 (4.8%)
color_ug = 8.76 (3.9%)
galaxy_population = 7.77 (3.4%)
g = 7.33 (3.2%)
z = 6.71 (3.0%)
u = 5.12 (2.3%)
sin_gal_b = 3.26 (1.4%)
i = 3.17 (1.4%)
cos_delta = 2.36 (1.0%)
cos_alpha = 2.23 (1.0%)
sin_delta = 2.20 (1.0%)
cos_gal_b = 2.13 (0.9%)
sin_alpha = 2.11 (0.9%)
r = 2.03 (0.9%)
color_ri = 1.75 (0.8%)
cos_gal_l = 1.75 (0.8%)
sin_gal_l = 1.64 (0.7%)
curvature_ugr = 1.23 (0.5%)
color_iz = 0.95 (0.4%)","colsample_bytree = 0.9
enable_categorical = True
learning_rate = 0.03
max_depth = 10
min_child_weight = 1
n_estimators = 2000
reg_alpha = 0.0
reg_lambda = 1.0
subsample = 0.9
tree_method = hist","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 365860 | 4335 | 7285
QSO | 2357 | 113681 | 1105
STAR | 3486 | 460 | 78778",
2026-06-09 10:23:36,0.96659,LightGBM,"Mean BalAcc = 0.9652 ± 0.0003
Min = 0.9648
Max = 0.9655
OOF BalAcc = 0.9652
Time (sec) = 419.7","z = 30309
u = 29767
curvature_ugr = 27221
redshift = 26483
r = 25523
g = 24823
i = 24796
abs_mag_r = 23847
cos_gal_b = 21323
cos_delta = 21166
sin_gal_l = 20729
cos_gal_l = 20007
cos_alpha = 19727
sin_alpha = 19178
sin_delta = 19126
sin_gal_b = 14448
spectral_type = 1822
galaxy_population = 1705","redshift = 10.51M (50.8%)
spectral_type = 2.99M (14.4%)
z = 1.52M (7.4%)
abs_mag_r = 1.23M (6.0%)
g = 1.09M (5.3%)
u = 788.99K (3.8%)
galaxy_population = 422.09K (2.0%)
i = 281.10K (1.4%)
r = 260.88K (1.3%)
curvature_ugr = 231.82K (1.1%)
sin_gal_b = 212.16K (1.0%)
cos_delta = 193.98K (0.9%)
sin_delta = 180.13K (0.9%)
cos_gal_b = 178.93K (0.9%)
sin_alpha = 174.99K (0.8%)
cos_alpha = 171.36K (0.8%)
cos_gal_l = 128.71K (0.6%)
sin_gal_l = 123.77K (0.6%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta","abs_mag_r с обработкой z≈0 (mu=0 при z≤1e-4). Kaggle: 0.96667→0.96659 (−0.00008). Небольшая просадка — возможно, порог 1e-4 слишком грубый или модель уже использовала сырой redshift/r для звёзд. Откатить или подобрать threshold.",macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 364078 | 4836 | 8566
QSO | 2056 | 113933 | 1154
STAR | 2971 | 460 | 79293","GALAXY: 0.9645 (364078/377480)
QSO: 0.9726 (113933/117143)
STAR: 0.9585 (79293/82724)
BalAcc: 0.9652"
2026-06-09 10:54:05,0.96741,LightGBM,"Mean BalAcc = 0.9652 ± 0.0002
Min = 0.9650
Max = 0.9656
OOF BalAcc = 0.9652
Time (sec) = 1239.8","redshift_log = 88692
color_rz = 79630
color_gr = 78861
color_ug = 77717
delta = 74908
color_ri = 72508
cos_delta = 70758
cos_alpha = 68079
u = 67696
sin_alpha = 66565
z = 62025
g = 59407
i = 59017
coord_x_redshift = 56909
r = 52216
coord_dist = 40352
alpha = 36857
sin_delta = 10929
spectral_type_STAR_prob = 3634
delta_bin = 2060
spectral_type_GALAXY_prob = 1762
alpha_bin = 1320
galaxy_population_GALAXY_prob = 864
spectral_type_QSO_prob = 819
galaxy_population_QSO_prob = 273
galaxy_population_STAR_prob = 25","redshift_log = 29.43M (48.0%)
color_gr = 9.99M (16.3%)
color_rz = 3.74M (6.1%)
coord_x_redshift = 3.64M (5.9%)
color_ug = 3.01M (4.9%)
z = 1.67M (2.7%)
g = 1.61M (2.6%)
u = 1.42M (2.3%)
spectral_type_GALAXY_prob = 799.12K (1.3%)
i = 793.59K (1.3%)
cos_alpha = 785.71K (1.3%)
coord_dist = 728.64K (1.2%)
delta = 636.84K (1.0%)
cos_delta = 591.41K (1.0%)
sin_alpha = 587.71K (1.0%)
color_ri = 520.50K (0.8%)
r = 438.45K (0.7%)
alpha = 401.28K (0.7%)
spectral_type_QSO_prob = 243.70K (0.4%)
sin_delta = 89.24K (0.1%)
galaxy_population_GALAXY_prob = 69.95K (0.1%)
spectral_type_STAR_prob = 62.81K (0.1%)
alpha_bin = 55.21K (0.1%)
delta_bin = 24.94K (0.0%)
galaxy_population_QSO_prob = 8.18K (0.0%)
galaxy_population_STAR_prob = 130.95 (0.0%)","class_weight = balanced
colsample_bytree = 0.85
learning_rate = 0.01
max_depth = 12
min_child_samples = 5
n_estimators = 3000
num_leaves = 127
reg_alpha = 0.1
reg_lambda = 0.1
subsample = 0.85
min_gain_to_split = 0.01","FINAL_PARAMS
base
+ color_indices (-iz)
+ coord_dist
+ redshift_log (-redshift)
+ sin/cos alpha, delta
+ alpha_bin, delta_bin
+ coord_x_redshift
+ target_encoding (spectral_type, galaxy_population)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 364003 | 4734 | 8743
QSO | 2118 | 113915 | 1110
STAR | 2934 | 458 | 79332","GALAXY: 0.9643 (364003/377480)
QSO: 0.9724 (113915/117143)
STAR: 0.9590 (79332/82724)
BalAcc: 0.9652"
2026-06-09 11:13:01,0.96667,LightGBM,"Mean BalAcc = 0.9651 ± 0.0005
Min = 0.9646
Max = 0.9661
OOF BalAcc = 0.9651
Time (sec) = 416.6","z = 30011
u = 29119
abs_mag_r = 27827
curvature_ugr = 27181
r = 25514
redshift = 25404
g = 24613
i = 24484
cos_delta = 21692
cos_gal_b = 20597
sin_gal_l = 20359
cos_gal_l = 20287
cos_alpha = 19563
sin_delta = 18877
sin_alpha = 18626
sin_gal_b = 14226
galaxy_population = 1858
spectral_type = 1762","redshift = 10.32M (49.9%)
spectral_type = 2.99M (14.5%)
z = 1.53M (7.4%)
abs_mag_r = 1.44M (7.0%)
g = 1.08M (5.2%)
u = 781.75K (3.8%)
galaxy_population = 418.13K (2.0%)
i = 284.08K (1.4%)
r = 264.18K (1.3%)
sin_gal_b = 214.70K (1.0%)
curvature_ugr = 213.98K (1.0%)
cos_delta = 192.77K (0.9%)
sin_delta = 177.67K (0.9%)
cos_gal_b = 173.30K (0.8%)
sin_alpha = 170.96K (0.8%)
cos_alpha = 169.41K (0.8%)
cos_gal_l = 131.24K (0.6%)
sin_gal_l = 122.82K (0.6%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
subsample = 0.9","FINAL_PARAMS
base
+ sin_alpha
+ cos_alpha
+ abs_mag_r
+ curvature_ugr
+ sin_delta
+ cos_delta
- alpha
- delta",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 363992 | 4828 | 8660
QSO | 2060 | 113909 | 1174
STAR | 2977 | 441 | 79306","GALAXY: 0.9643 (363992/377480)
QSO: 0.9724 (113909/117143)
STAR: 0.9587 (79306/82724)
BalAcc: 0.9651"
